学校名称,经度_GCJ02,纬度_GCJ02,公园名称,公园类型,公园经度,公园纬度,直线距离_米,步行距离_米,步行时间_秒,是否500m内
北京外国语大学附属小学（万寿寺校区）,116.312605,39.951476,南长河公园,风景名胜;公园广场;公园,116.302924,39.950400,834,1600,1280,否
北京外国语大学附属小学（万寿寺校区）,116.312605,39.951476,北京理工大学中关村校区中心公园,风景名胜;公园广场;公园,116.319043,39.959464,1045,1547,1238,否
北京外国语大学附属小学（万寿寺校区）,116.312605,39.951476,北京理工大学中心花园,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,116.319116,39.959538,1055,1555,1244,否
北京市海淀北部新区实验学校（小学部）,116.151233,40.099317,沙涧河公园,风景名胜;公园广场;公园,116.153421,40.104049,558,1158,926,否
北京市海淀北部新区实验学校（小学部）,116.151233,40.099317,同泽春园,风景名胜;公园广场;公园,116.141761,40.103154,912,1433,1146,否
北京市海淀北部新区实验学校（小学部）,116.151233,40.099317,公共文化公园,风景名胜;公园广场;公园,116.137869,40.106558,1394,1926,1541,否
北京市海淀北部新区实验学校（小学部）,116.151233,40.099317,温阳路公园,风景名胜;公园广场;公园,116.154025,40.113981,1649,2317,1854,否
北京市海淀北部新区实验学校（小学部）,116.151233,40.099317,轮胎公园,风景名胜;公园广场;公园,116.183986,40.093077,2874,4235,3388,否
北京市海淀区万泉小学（小南庄校区）,116.305909,39.968021,万泉河路红领巾街心花园,风景名胜;公园广场;公园,116.306057,39.970948,326,461,369,是
北京市海淀区万泉小学（小南庄校区）,116.305909,39.968021,中国人民大学中关村校区牡丹苑,风景名胜;公园广场;公园,116.310732,39.971517,566,773,618,否
北京市海淀区万泉小学（小南庄校区）,116.305909,39.968021,中国人民大学中关村校区桃李园,风景名胜;公园广场;公园,116.310031,39.972052,570,835,668,否
北京市海淀区万泉小学（小南庄校区）,116.305909,39.968021,乡园,风景名胜;公园广场;公园,116.316634,39.964787,983,2059,1647,否
北京市海淀区万泉小学（小南庄校区）,116.305909,39.968021,长春健身园,风景名胜;公园广场;公园,116.292310,39.964813,1213,1754,1403,否
北京理工大学附属中学（小学部）,116.303781,39.946322,南长河公园,风景名胜;公园广场;公园,116.302924,39.950400,459,868,694,是
北京理工大学附属中学（小学部）,116.303781,39.946322,车道沟公园,风景名胜;公园广场;公园,116.294397,39.943911,844,1536,1229,否
北京理工大学附属中学（小学部）,116.303781,39.946322,生命之光人口文化园,风景名胜;公园广场;公园,116.298667,39.952858,848,1327,1062,否
北京理工大学附属中学（小学部）,116.303781,39.946322,中欧友谊花园,风景名胜;公园广场;公园,116.309964,39.953942,998,1900,1520,否
北京理工大学附属中学（小学部）,116.303781,39.946322,文园(民族大学西路),风景名胜;公园广场;公园,116.315518,39.949635,1067,1865,1492,否
北京邮电大学附属小学（志强校区）,116.364842,39.947667,老舍公园,风景名胜;公园广场;公园,116.366573,39.950771,375,678,542,是
北京邮电大学附属小学（志强校区）,116.364842,39.947667,美丽北太,风景名胜;公园广场;公园,116.356421,39.951799,853,1375,1100,否
北京邮电大学附属小学（志强校区）,116.364842,39.947667,新街口城市森林公园,风景名胜;公园广场;公园,116.371783,39.941353,919,1646,1317,否
北京邮电大学附属小学（志强校区）,116.364842,39.947667,安康园,风景名胜;公园广场;公园,116.375641,39.952230,1052,1498,1198,否
北京邮电大学附属小学（志强校区）,116.364842,39.947667,南长河公园,风景名胜;公园广场;公园,116.350912,39.943514,1275,1769,1415,否
北京邮电大学附属小学（文慧园校区）,116.360129,39.951432,美丽北太,风景名胜;公园广场;公园,116.356421,39.951799,319,472,378,是
北京邮电大学附属小学（文慧园校区）,116.360129,39.951432,老舍公园,风景名胜;公园广场;公园,116.366573,39.950771,554,792,634,否
北京邮电大学附属小学（文慧园校区）,116.360129,39.951432,南长河公园,风景名胜;公园广场;公园,116.350912,39.943514,1181,2026,1621,否
北京邮电大学附属小学（文慧园校区）,116.360129,39.951432,安康园,风景名胜;公园广场;公园,116.375641,39.952230,1326,1685,1348,否
北京邮电大学附属小学（文慧园校区）,116.360129,39.951432,北京交通大学芳华园,风景名胜;公园广场;公园,116.343578,39.951291,1412,3036,2429,否
北京邮电大学附属小学（海淀区今典小学）,116.360159,39.955453,美丽北太,风景名胜;公园广场;公园,116.356421,39.951799,516,666,533,否
北京邮电大学附属小学（海淀区今典小学）,116.360159,39.955453,老舍公园,风景名胜;公园广场;公园,116.366573,39.950771,755,1109,887,否
北京邮电大学附属小学（海淀区今典小学）,116.360159,39.955453,安康园,风景名胜;公园广场;公园,116.375641,39.952230,1369,2002,1602,否
北京邮电大学附属小学（海淀区今典小学）,116.360159,39.955453,北京交通大学芳华园,风景名胜;公园广场;公园,116.343578,39.951291,1488,2544,2035,否
北京邮电大学附属小学（海淀区今典小学）,116.360159,39.955453,铁科院宿舍区中心花园,风景名胜;公园广场;公园,116.342474,39.956124,1510,2027,1622,否
北大附中新馨学校（小学部）,116.352526,40.058254,新康园社区口袋公园,风景名胜;公园广场;公园,116.350916,40.065250,790,1678,1342,否
北大附中新馨学校（小学部）,116.352526,40.058254,南店公园,风景名胜;公园广场;公园,116.338816,40.063087,1286,2015,1612,否
北大附中新馨学校（小学部）,116.352526,40.058254,新都公园,风景名胜;公园广场;公园,116.366178,40.063263,1289,1773,1418,否
北大附中新馨学校（小学部）,116.352526,40.058254,小营公园,风景名胜;公园广场;公园,116.347323,40.043283,1724,2891,2313,否
北大附中新馨学校（小学部）,116.352526,40.058254,翡丽公园,风景名胜;公园广场;公园,116.370392,40.065694,1732,2462,1970,否
和平小学杨家庄校区,116.194195,40.042896,温泉儿童生态体验园,风景名胜;公园广场;公园,116.186779,40.042394,634,945,756,否
和平小学杨家庄校区,116.194195,40.042896,太舟坞公园,风景名胜;公园广场;公园,116.200041,40.048057,760,2367,1894,否
和平小学杨家庄校区,116.194195,40.042896,东埠头沟公园-南区,风景名胜;公园广场;公园,116.193721,40.050071,799,2177,1742,否
和平小学杨家庄校区,116.194195,40.042896,白家疃公园,风景名胜;公园广场;公园,116.183093,40.044563,964,1116,893,否
和平小学杨家庄校区,116.194195,40.042896,画眉山滨水公园,风景名胜;公园广场;公园,116.207061,40.048846,1280,2344,1875,否
海淀区上地实验小学（上庄校区）,116.202121,40.128063,威凯居住区绿地公园,风景名胜;公园广场;公园,116.201401,40.125876,251,792,634,是
海淀区上地实验小学（上庄校区）,116.202121,40.128063,蜂巢绿地,风景名胜;公园广场;公园,116.204828,40.126298,302,842,674,是
海淀区上地实验小学（上庄校区）,116.202121,40.128063,东小营公园,风景名胜;公园广场;公园,116.208781,40.122963,802,1515,1212,否
海淀区上地实验小学（上庄校区）,116.202121,40.128063,浮青园,风景名胜;公园广场;公园,116.212567,40.124250,985,2111,1689,否
海淀区上地实验小学（上庄校区）,116.202121,40.128063,八家村公园,风景名胜;公园广场;公园,116.189160,40.114194,1897,3318,2654,否
海淀区上庄中心小学（上庄校区）,116.214016,40.113806,皂甲屯休闲公园,风景名胜;公园广场;公园,116.222414,40.113847,714,1215,972,否
海淀区上庄中心小学（上庄校区）,116.214016,40.113806,永泰庄纳兰文化公园,风景名胜;公园广场;公园,116.222386,40.119799,976,2039,1631,否
海淀区上庄中心小学（上庄校区）,116.214016,40.113806,东小营公园,风景名胜;公园广场;公园,116.208781,40.122963,1112,1526,1221,否
海淀区上庄中心小学（上庄校区）,116.214016,40.113806,浮青园,风景名胜;公园广场;公园,116.212567,40.124250,1169,1487,1190,否
海淀区上庄中心小学（上庄校区）,116.214016,40.113806,药食不分植物园(不对外开放),风景名胜;公园广场;植物园,116.205971,40.101564,1525,2310,1848,否
海淀区上庄中心小学（东马坊校区）,116.199572,40.094388,东马坊健身公园,风景名胜;公园广场;公园,116.204342,40.090640,582,753,602,否
海淀区上庄中心小学（东马坊校区）,116.199572,40.094388,药食不分植物园(不对外开放),风景名胜;公园广场;植物园,116.205971,40.101564,967,1387,1110,否
海淀区上庄中心小学（东马坊校区）,116.199572,40.094388,稻香湖公园,风景名胜;公园广场;公园,116.184400,40.091435,1333,3705,2964,否
海淀区上庄中心小学（东马坊校区）,116.199572,40.094388,轮胎公园,风景名胜;公园广场;公园,116.183986,40.093077,1335,3557,2846,否
海淀区上庄中心小学（东马坊校区）,116.199572,40.094388,翠湖国家城市湿地公园,风景名胜;公园广场;公园,116.186404,40.103524,1513,5903,4722,否
海淀区中关村第三小学（万柳北校区）,116.295641,39.968861,长春健身园,风景名胜;公园广场;公园,116.292310,39.964813,532,819,655,否
海淀区中关村第三小学（万柳北校区）,116.295641,39.968861,金源娱乐园,风景名胜;公园广场;公园,116.289666,39.964430,709,2044,1635,否
海淀区中关村第三小学（万柳北校区）,116.295641,39.968861,四季青公园,风景名胜;公园广场;公园,116.286969,39.968545,740,1503,1202,否
海淀区中关村第三小学（万柳北校区）,116.295641,39.968861,万泉河路红领巾街心花园,风景名胜;公园广场;公园,116.306057,39.970948,918,1214,971,否
海淀区中关村第三小学（万柳北校区）,116.295641,39.968861,中国人民大学中关村校区桃李园,风景名胜;公园广场;公园,116.310031,39.972052,1278,1588,1270,否
海淀区中关村第三小学（万柳南校区）,116.297569,39.962495,长春健身园,风景名胜;公园广场;公园,116.292310,39.964813,517,686,549,否
海淀区中关村第三小学（万柳南校区）,116.297569,39.962495,金源娱乐园,风景名胜;公园广场;公园,116.289666,39.964430,707,2236,1789,否
海淀区中关村第三小学（万柳南校区）,116.297569,39.962495,生命之光人口文化园,风景名胜;公园广场;公园,116.298667,39.952858,1076,1725,1380,否
海淀区中关村第三小学（万柳南校区）,116.297569,39.962495,四季青公园,风景名胜;公园广场;公园,116.286969,39.968545,1127,1871,1497,否
海淀区中关村第三小学（万柳南校区）,116.297569,39.962495,万泉河路红领巾街心花园,风景名胜;公园广场;公园,116.306057,39.970948,1187,1712,1370,否
海淀区八里庄小学,116.299916,39.927703,玲珑塔公园,风景名胜;公园广场;公园,116.295288,39.929114,425,708,566,是
海淀区八里庄小学,116.299916,39.927703,慧馨园,风景名胜;公园广场;公园,116.290217,39.924632,895,1251,1001,否
海淀区八里庄小学,116.299916,39.927703,宝联体育公园,风景名胜;公园广场;公园,116.299036,39.936229,952,1279,1023,否
海淀区八里庄小学,116.299916,39.927703,滨角园口袋公园,风景名胜;公园广场;公园,116.296682,39.919267,978,1152,922,否
海淀区八里庄小学,116.299916,39.927703,定慧公园怡静园,风景名胜;公园广场;公园,116.295728,39.919387,992,1299,1039,否
海淀区北安河中心小学（周家巷校区）,116.129466,40.054506,海棠春坞公园,风景名胜;公园广场;公园,116.135492,40.070323,1834,2655,2124,否
海淀区北安河中心小学（周家巷校区）,116.129466,40.054506,温泉村党建主题公园,风景名胜;公园广场;公园,116.156661,40.053919,2318,2539,2031,否
海淀区台头小学（红星校区）,116.122091,40.081486,海棠春坞公园,风景名胜;公园广场;公园,116.135492,40.070323,1687,2468,1974,否
海淀区台头小学（红星校区）,116.122091,40.081486,同泽春园,风景名胜;公园广场;公园,116.141761,40.103154,2936,4175,3340,否
海淀区图强第二小学,116.271305,39.909380,五棵松奥林匹克文化公园,风景名胜;公园广场;公园,116.275228,39.911837,432,1043,834,是
海淀区图强第二小学,116.271305,39.909380,轮上公园,风景名胜;公园广场;公园,116.277100,39.908431,505,925,740,否
海淀区图强第二小学,116.271305,39.909380,五棵松奥林匹克文化公园-北区,风景名胜;公园广场;公园,116.275378,39.915935,808,1132,906,否
海淀区图强第二小学,116.271305,39.909380,永定路街道街心公园,风景名胜;公园广场;公园,116.260050,39.912451,1020,1333,1066,否
海淀区图强第二小学,116.271305,39.909380,永建公园,风景名胜;公园广场;公园,116.270185,39.923049,1524,1863,1490,否
海淀区实验小学（阜成路校区）,116.314039,39.923093,诗情画意文化广场,风景名胜;公园广场;公园,116.311588,39.919281,473,1491,1193,是
海淀区实验小学（阜成路校区）,116.314039,39.923093,中塔公园,风景名胜;公园广场;公园,116.308096,39.920538,581,919,735,否
海淀区实验小学（阜成路校区）,116.314039,39.923093,阜成路口袋公园,风景名胜;公园广场;公园,116.321550,39.924017,649,792,634,否
海淀区实验小学（阜成路校区）,116.314039,39.923093,中塔公园西院,风景名胜;公园广场;公园,116.303463,39.918030,1064,1706,1365,否
海淀区实验小学（阜成路校区）,116.314039,39.923093,儿童科学公园,风景名胜;公园广场;公园,116.311018,39.913670,1080,1452,1162,否
海淀区振兴小学,116.224727,40.134852,浮青园,风景名胜;公园广场;公园,116.212567,40.124250,1569,2736,2189,否
海淀区振兴小学,116.224727,40.134852,永泰庄纳兰文化公园,风景名胜;公园广场;公园,116.222386,40.119799,1687,1865,1492,否
海淀区振兴小学,116.224727,40.134852,东小营公园,风景名胜;公园广场;公园,116.208781,40.122963,1895,3232,2586,否
海淀区振兴小学,116.224727,40.134852,蜂巢绿地,风景名胜;公园广场;公园,116.204828,40.126298,1943,3563,2850,否
海淀区振兴小学,116.224727,40.134852,威凯居住区绿地公园,风景名胜;公园广场;公园,116.201401,40.125876,2222,3818,3054,否
海淀区永丰中心小学（屯佃校区）,116.217181,40.062396,永丰公园,风景名胜;公园广场;公园,116.231476,40.069502,1452,2062,1650,否
海淀区永丰中心小学（屯佃校区）,116.217181,40.062396,画眉山滨水公园,风景名胜;公园广场;公园,116.207061,40.048846,1737,2866,2293,否
海淀区永丰中心小学（屯佃校区）,116.217181,40.062396,滨河公园,风景名胜;公园广场;公园,116.222686,40.079515,1962,2687,2150,否
海淀区永丰中心小学（屯佃校区）,116.217181,40.062396,太舟坞公园,风景名胜;公园广场;公园,116.200041,40.048057,2163,3336,2669,否
海淀区永丰中心小学（屯佃校区）,116.217181,40.062396,东埠头沟公园,风景名胜;公园广场;公园,116.192385,40.057664,2177,3465,2772,否
海淀区永泰小学,116.358164,40.033086,永泰公园,风景名胜;公园广场;公园,116.360121,40.034690,244,271,217,是
海淀区永泰小学,116.358164,40.033086,西三旗公园,风景名胜;公园广场;公园,116.362970,40.035774,507,566,453,否
海淀区永泰小学,116.358164,40.033086,云享气象谷公园,风景名胜;公园广场;公园,116.351682,40.033746,557,712,570,否
海淀区永泰小学,116.358164,40.033086,怡清园小区公园,风景名胜;公园广场;公园,116.362060,40.037824,623,1129,903,否
海淀区永泰小学,116.358164,40.033086,旗舞广场公园,风景名胜;公园广场;公园,116.350075,40.028593,851,1269,1015,否
海淀区永泰小学（清缘里校区）,116.357025,40.029010,旗舞广场公园,风景名胜;公园广场;公园,116.350075,40.028593,594,861,689,否
海淀区永泰小学（清缘里校区）,116.357025,40.029010,广济月波公园,风景名胜;公园广场;公园,116.350863,40.025648,644,1316,1053,否
海淀区永泰小学（清缘里校区）,116.357025,40.029010,永泰公园,风景名胜;公园广场;公园,116.360121,40.034690,685,971,777,否
海淀区永泰小学（清缘里校区）,116.357025,40.029010,云享气象谷公园,风景名胜;公园广场;公园,116.351682,40.033746,696,924,739,否
海淀区永泰小学（清缘里校区）,116.357025,40.029010,西三旗公园,风景名胜;公园广场;公园,116.362970,40.035774,907,1266,1013,否
海淀区红英小学（冷泉校区）,116.220814,40.030655,画眉山滨水公园,风景名胜;公园广场;公园,116.207061,40.048846,2339,3255,2604,否
海淀区红英小学（冷泉校区）,116.220814,40.030655,太舟坞公园,风景名胜;公园广场;公园,116.200041,40.048057,2624,3278,2622,否
海淀区红英小学（冷泉校区）,116.220814,40.030655,樱桃沟,风景名胜;公园广场;植物园,116.202110,40.010501,2752,6792,5434,否
海淀区红英小学（冷泉校区）,116.220814,40.030655,国家植物园-梅园山林游赏区,风景名胜;公园广场;植物园,116.203740,40.007877,2923,7146,5717,否
海淀区红英小学（冷泉校区）,116.220814,40.030655,北京植物园梅园,风景名胜;公园广场;植物园,116.203998,40.007593,2940,7192,5754,否
海淀区羊坊店中心小学,116.326522,39.900698,会城门公园,风景名胜;公园广场;公园,116.333266,39.901060,577,859,687,否
海淀区羊坊店中心小学,116.326522,39.900698,蝶翠华庭铁路公园,风景名胜;公园广场;公园,116.330897,39.895813,659,1166,933,否
海淀区羊坊店中心小学,116.326522,39.900698,莲花河城市休闲公园,风景名胜;公园广场;公园,116.330682,39.892280,1002,1299,1039,否
海淀区羊坊店中心小学,116.326522,39.900698,逸骏园(街心公园店),风景名胜;公园广场;公园,116.338510,39.897037,1102,1557,1246,否
海淀区羊坊店中心小学,116.326522,39.900698,太平桥公园,风景名胜;公园广场;公园,116.324195,39.889543,1257,1973,1578,否
海淀区羊坊店中心小学（低年级部）,116.326259,39.899326,蝶翠华庭铁路公园,风景名胜;公园广场;公园,116.330897,39.895813,556,1009,807,否
海淀区羊坊店中心小学（低年级部）,116.326259,39.899326,会城门公园,风景名胜;公园广场;公园,116.333266,39.901060,628,816,653,否
海淀区羊坊店中心小学（低年级部）,116.326259,39.899326,莲花河城市休闲公园,风景名胜;公园广场;公园,116.330682,39.892280,870,1142,914,否
海淀区羊坊店中心小学（低年级部）,116.326259,39.899326,逸骏园(街心公园店),风景名胜;公园广场;公园,116.338510,39.897037,1076,1400,1120,否
海淀区羊坊店中心小学（低年级部）,116.326259,39.899326,太平桥公园,风景名胜;公园广场;公园,116.324195,39.889543,1103,1816,1453,否
海淀区羊坊店第五小学,116.328344,39.902029,会城门公园,风景名胜;公园广场;公园,116.333266,39.901060,433,566,453,是
海淀区羊坊店第五小学,116.328344,39.902029,蝶翠华庭铁路公园,风景名胜;公园广场;公园,116.330897,39.895813,725,1000,800,否
海淀区羊坊店第五小学,116.328344,39.902029,逸骏园(街心公园店),风景名胜;公园广场;公园,116.338510,39.897037,1030,1386,1109,否
海淀区羊坊店第五小学,116.328344,39.902029,莲花河城市休闲公园,风景名胜;公园广场;公园,116.330682,39.892280,1103,1127,902,否
海淀区羊坊店第五小学,116.328344,39.902029,逸清园城市森林公园,风景名胜;公园广场;公园,116.340379,39.895747,1243,1703,1362,否
海淀区羊坊店第四小学,116.319704,39.903358,中华世纪坛公园,风景名胜;公园广场;公园,116.321438,39.912497,1028,1114,891,否
海淀区羊坊店第四小学,116.319704,39.903358,莲花池公园,风景名胜;公园广场;公园,116.315327,39.893297,1180,2384,1907,否
海淀区羊坊店第四小学,116.319704,39.903358,会城门公园,风景名胜;公园广场;公园,116.333266,39.901060,1186,1631,1305,否
海淀区羊坊店第四小学,116.319704,39.903358,玉渊潭牡丹园,风景名胜;公园广场;公园,116.320914,39.914138,1204,1381,1105,否
海淀区羊坊店第四小学,116.319704,39.903358,玉渊潭公园-樱落花谷,风景名胜;公园广场;公园,116.321175,39.914275,1221,1294,1035,否
海淀区翠微小学,116.303664,39.909696,小天鹅公园,风景名胜;公园广场;公园,116.309335,39.913179,620,855,684,否
海淀区翠微小学,116.303664,39.909696,儿童科学公园,风景名胜;公园广场;公园,116.311018,39.913670,768,1173,938,否
海淀区翠微小学,116.303664,39.909696,翠微烟雨公园,风景名胜;公园广场;公园,116.300498,39.917287,887,990,792,否
海淀区翠微小学,116.303664,39.909696,中塔公园西院,风景名胜;公园广场;公园,116.303463,39.918030,927,1972,1578,否
海淀区翠微小学,116.303664,39.909696,滨角园口袋公园,风景名胜;公园广场;公园,116.296682,39.919267,1220,1411,1129,否
海淀区翠湖小学（白水洼校区）,116.206602,40.135843,蜂巢绿地,风景名胜;公园广场;公园,116.204828,40.126298,1073,2389,1911,否
海淀区翠湖小学（白水洼校区）,116.206602,40.135843,威凯居住区绿地公园,风景名胜;公园广场;公园,116.201401,40.125876,1194,2644,2115,否
海淀区翠湖小学（白水洼校区）,116.206602,40.135843,浮青园,风景名胜;公园广场;公园,116.212567,40.124250,1386,1562,1250,否
海淀区翠湖小学（白水洼校区）,116.206602,40.135843,西闸村公园,风景名胜;公园广场;公园,116.200741,40.147600,1400,1795,1436,否
海淀区翠湖小学（白水洼校区）,116.206602,40.135843,东小营公园,风景名胜;公园广场;公园,116.208781,40.122963,1445,2058,1646,否
海淀区育鹰小学（西校区）,116.324555,40.054739,龙域休闲公园,风景名胜;公园广场;公园,116.325832,40.057725,349,701,561,是
海淀区育鹰小学（西校区）,116.324555,40.054739,安宁庄公园,风景名胜;公园广场;公园,116.320711,40.049636,655,1439,1151,否
海淀区育鹰小学（西校区）,116.324555,40.054739,快乐成长家庭人口文化园,风景名胜;公园广场;公园,116.309559,40.050644,1356,2584,2067,否
海淀区育鹰小学（西校区）,116.324555,40.054739,南店公园,风景名胜;公园广场;公园,116.338816,40.063087,1529,2164,1731,否
海淀区育鹰小学（西校区）,116.324555,40.054739,西三旗绿色海岸,风景名胜;公园广场;公园,116.338428,40.043836,1694,2094,1675,否
海淀区花园村第二小学（潘庄校区）,116.317533,39.935147,紫竹院公园,风景名胜;公园广场;公园,116.319079,39.942352,812,1367,1094,否
海淀区花园村第二小学（潘庄校区）,116.317533,39.935147,北洼园,风景名胜;公园广场;公园,116.304305,39.936391,1137,1487,1190,否
海淀区花园村第二小学（潘庄校区）,116.317533,39.935147,阜成路口袋公园,风景名胜;公园广场;公园,116.321550,39.924017,1285,1587,1270,否
海淀区花园村第二小学（潘庄校区）,116.317533,39.935147,五塔寺公园,风景名胜;公园广场;公园,116.329587,39.943299,1371,1902,1522,否
海淀区花园村第二小学（潘庄校区）,116.317533,39.935147,宝联体育公园,风景名胜;公园广场;公园,116.299036,39.936229,1583,2599,2079,否
海淀区苏家坨中心小学（苏三四校区）,116.173596,40.077293,龙湖光合公园,风景名胜;公园广场;公园,116.185878,40.064285,1786,2333,1866,否
海淀区苏家坨中心小学（苏三四校区）,116.173596,40.077293,稻香湖公园,风景名胜;公园广场;公园,116.184400,40.091435,1823,2600,2080,否
海淀区苏家坨中心小学（苏三四校区）,116.173596,40.077293,轮胎公园,风景名胜;公园广场;公园,116.183986,40.093077,1967,2452,1962,否
海淀区苏家坨中心小学（苏三四校区）,116.173596,40.077293,公园,风景名胜;公园广场;公园,116.165337,40.060621,1984,3045,2436,否
海淀区苏家坨中心小学（苏三四校区）,116.173596,40.077293,东埠头沟公园,风景名胜;公园广场;公园,116.192385,40.057664,2708,3462,2770,否
海淀区苏家坨中心小学（西小营校区）,116.158799,40.073118,公园,风景名胜;公园广场;公园,116.165337,40.060621,1498,1907,1526,否
海淀区苏家坨中心小学（西小营校区）,116.158799,40.073118,海棠春坞公园,风景名胜;公园广场;公园,116.135492,40.070323,2009,2685,2148,否
海淀区苏家坨中心小学（西小营校区）,116.158799,40.073118,温泉村党建主题公园,风景名胜;公园广场;公园,116.156661,40.053919,2145,3478,2782,否
海淀区苏家坨中心小学（西小营校区）,116.158799,40.073118,龙湖光合公园,风景名胜;公园广场;公园,116.185878,40.064285,2507,3456,2765,否
海淀区苏家坨中心小学（西小营校区）,116.158799,40.073118,温泉公园3期,风景名胜;公园广场;公园,116.172660,40.051394,2691,3220,2576,否
海淀第二实验小学安宁分校,116.324061,40.050086,安宁庄公园,风景名胜;公园广场;公园,116.320711,40.049636,289,350,280,是
海淀第二实验小学安宁分校,116.324061,40.050086,龙域休闲公园,风景名胜;公园广场;公园,116.325832,40.057725,863,1286,1029,否
海淀第二实验小学安宁分校,116.324061,40.050086,快乐成长家庭人口文化园,风景名胜;公园广场;公园,116.309559,40.050644,1237,1687,1350,否
海淀第二实验小学安宁分校,116.324061,40.050086,西三旗绿色海岸,风景名胜;公园广场;公园,116.338428,40.043836,1408,2066,1653,否
海淀第二实验小学安宁分校,116.324061,40.050086,美和园公园,风景名胜;公园广场;公园,116.323264,40.035240,1654,1850,1480,否
清华大学附属小学清河分校（强佑校区）,116.343621,40.029551,旗舞广场公园,风景名胜;公园广场;公园,116.350075,40.028593,560,687,550,否
清华大学附属小学清河分校（强佑校区）,116.343621,40.029551,清河燕清体育文化公园,风景名胜;公园广场;公园,116.338954,40.034543,683,1193,954,否
清华大学附属小学清河分校（强佑校区）,116.343621,40.029551,旗颂健康公园,风景名胜;公园广场;公园,116.344251,40.036182,740,1197,958,否
清华大学附属小学清河分校（强佑校区）,116.343621,40.029551,广济月波公园,风景名胜;公园广场;公园,116.350863,40.025648,754,941,753,否
清华大学附属小学清河分校（强佑校区）,116.343621,40.029551,清河翠谷,风景名胜;公园广场;公园,116.342376,40.036698,802,998,798,否
清华大学附属小学清河分校（朱房校区）,116.338427,40.028484,清河燕清体育文化公园,风景名胜;公园广场;公园,116.338954,40.034543,676,894,715,否
清华大学附属小学清河分校（朱房校区）,116.338427,40.028484,街心公园,风景名胜;公园广场;公园,116.332721,40.034093,791,1243,994,否
清华大学附属小学清河分校（朱房校区）,116.338427,40.028484,东升八家郊野公园东区,风景名胜;公园广场;公园,116.340734,40.020488,911,2044,1635,否
清华大学附属小学清河分校（朱房校区）,116.338427,40.028484,清河翠谷,风景名胜;公园广场;公园,116.342376,40.036698,974,1300,1040,否
清华大学附属小学清河分校（朱房校区）,116.338427,40.028484,旗颂健康公园,风景名胜;公园广场;公园,116.344251,40.036182,990,1667,1334,否
翠湖小学前章村校区,116.180418,40.125153,八家村公园,风景名胜;公园广场;公园,116.189160,40.114194,1428,1966,1573,否
翠湖小学前章村校区,116.180418,40.125153,威凯居住区绿地公园,风景名胜;公园广场;公园,116.201401,40.125876,1787,1928,1542,否
翠湖小学前章村校区,116.180418,40.125153,初园食虫植物园,风景名胜;公园广场;植物园,116.185244,40.109115,1832,2375,1900,否
翠湖小学前章村校区,116.180418,40.125153,蜂巢绿地,风景名胜;公园广场;公园,116.204828,40.126298,2081,2417,1934,否
翠湖小学前章村校区,116.180418,40.125153,八口郊野公园,风景名胜;公园广场;公园,116.167649,40.144152,2377,3038,2430,否
首都师范大学实验小学（北校区）,116.329520,39.933936,五塔寺公园,风景名胜;公园广场;公园,116.329587,39.943299,1042,2022,1618,否
首都师范大学实验小学（北校区）,116.329520,39.933936,紫竹院公园,风景名胜;公园广场;公园,116.319079,39.942352,1293,2101,1681,否
首都师范大学实验小学（北校区）,116.329520,39.933936,阜成路口袋公园,风景名胜;公园广场;公园,116.321550,39.924017,1297,1927,1542,否
首都师范大学实验小学（北校区）,116.329520,39.933936,东湖湿地公园,风景名胜;公园广场;公园,116.325844,39.918313,1767,3310,2648,否
首都师范大学实验小学（北校区）,116.329520,39.933936,北营房城市森林公园,风景名胜;公园广场;公园,116.348483,39.924000,1960,2766,2213,否
首都师范大学实验小学（南校区）,116.327779,39.930117,阜成路口袋公园,风景名胜;公园广场;公园,116.321550,39.924017,862,1851,1481,否
首都师范大学实验小学（南校区）,116.327779,39.930117,东湖湿地公园,风景名胜;公园广场;公园,116.325844,39.918313,1324,3370,2696,否
首都师范大学实验小学（南校区）,116.327779,39.930117,五塔寺公园,风景名胜;公园广场;公园,116.329587,39.943299,1475,1986,1589,否
首都师范大学实验小学（南校区）,116.327779,39.930117,紫竹院公园,风景名胜;公园广场;公园,116.319079,39.942352,1551,2063,1650,否
首都师范大学实验小学（南校区）,116.327779,39.930117,诗情画意文化广场,风景名胜;公园广场;公园,116.311588,39.919281,1834,3092,2474,否
